id,absolute_y_path,absolute_x_path
Style_A/26/108,/home/ziggy/dev/openfwi_unpacked/Style_A/26/108/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/108/x.npy
Style_A/26/201,/home/ziggy/dev/openfwi_unpacked/Style_A/26/201/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/201/x.npy
Style_A/26/395,/home/ziggy/dev/openfwi_unpacked/Style_A/26/395/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/395/x.npy
Style_A/26/33,/home/ziggy/dev/openfwi_unpacked/Style_A/26/33/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/33/x.npy
Style_A/26/259,/home/ziggy/dev/openfwi_unpacked/Style_A/26/259/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/259/x.npy
Style_A/26/20,/home/ziggy/dev/openfwi_unpacked/Style_A/26/20/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/20/x.npy
Style_A/26/117,/home/ziggy/dev/openfwi_unpacked/Style_A/26/117/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/117/x.npy
Style_A/26/186,/home/ziggy/dev/openfwi_unpacked/Style_A/26/186/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/186/x.npy
Style_A/26/92,/home/ziggy/dev/openfwi_unpacked/Style_A/26/92/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/92/x.npy
Style_A/26/381,/home/ziggy/dev/openfwi_unpacked/Style_A/26/381/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/381/x.npy
Style_A/26/83,/home/ziggy/dev/openfwi_unpacked/Style_A/26/83/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/83/x.npy
Style_A/26/406,/home/ziggy/dev/openfwi_unpacked/Style_A/26/406/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/406/x.npy
Style_A/26/326,/home/ziggy/dev/openfwi_unpacked/Style_A/26/326/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/326/x.npy
Style_A/26/309,/home/ziggy/dev/openfwi_unpacked/Style_A/26/309/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/309/x.npy
Style_A/26/98,/home/ziggy/dev/openfwi_unpacked/Style_A/26/98/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/98/x.npy
Style_A/26/25,/home/ziggy/dev/openfwi_unpacked/Style_A/26/25/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/25/x.npy
Style_A/26/187,/home/ziggy/dev/openfwi_unpacked/Style_A/26/187/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/187/x.npy
Style_A/26/497,/home/ziggy/dev/openfwi_unpacked/Style_A/26/497/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/497/x.npy
Style_A/26/194,/home/ziggy/dev/openfwi_unpacked/Style_A/26/194/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/194/x.npy
Style_A/26/267,/home/ziggy/dev/openfwi_unpacked/Style_A/26/267/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/267/x.npy
Style_A/26/265,/home/ziggy/dev/openfwi_unpacked/Style_A/26/265/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/265/x.npy
Style_A/26/218,/home/ziggy/dev/openfwi_unpacked/Style_A/26/218/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/218/x.npy
Style_A/26/122,/home/ziggy/dev/openfwi_unpacked/Style_A/26/122/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/122/x.npy
Style_A/26/323,/home/ziggy/dev/openfwi_unpacked/Style_A/26/323/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/323/x.npy
Style_A/26/334,/home/ziggy/dev/openfwi_unpacked/Style_A/26/334/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/334/x.npy
Style_A/26/212,/home/ziggy/dev/openfwi_unpacked/Style_A/26/212/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/212/x.npy
Style_A/26/445,/home/ziggy/dev/openfwi_unpacked/Style_A/26/445/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/445/x.npy
Style_A/26/478,/home/ziggy/dev/openfwi_unpacked/Style_A/26/478/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/478/x.npy
Style_A/26/157,/home/ziggy/dev/openfwi_unpacked/Style_A/26/157/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/157/x.npy
Style_A/26/286,/home/ziggy/dev/openfwi_unpacked/Style_A/26/286/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/286/x.npy
Style_A/26/466,/home/ziggy/dev/openfwi_unpacked/Style_A/26/466/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/466/x.npy
Style_A/26/151,/home/ziggy/dev/openfwi_unpacked/Style_A/26/151/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/151/x.npy
Style_A/26/268,/home/ziggy/dev/openfwi_unpacked/Style_A/26/268/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/268/x.npy
Style_A/26/296,/home/ziggy/dev/openfwi_unpacked/Style_A/26/296/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/296/x.npy
Style_A/26/134,/home/ziggy/dev/openfwi_unpacked/Style_A/26/134/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/134/x.npy
Style_A/26/88,/home/ziggy/dev/openfwi_unpacked/Style_A/26/88/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/88/x.npy
Style_A/26/376,/home/ziggy/dev/openfwi_unpacked/Style_A/26/376/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/376/x.npy
Style_A/26/95,/home/ziggy/dev/openfwi_unpacked/Style_A/26/95/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/95/x.npy
Style_A/26/307,/home/ziggy/dev/openfwi_unpacked/Style_A/26/307/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/307/x.npy
Style_A/26/143,/home/ziggy/dev/openfwi_unpacked/Style_A/26/143/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/143/x.npy
Style_A/26/130,/home/ziggy/dev/openfwi_unpacked/Style_A/26/130/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/130/x.npy
Style_A/26/315,/home/ziggy/dev/openfwi_unpacked/Style_A/26/315/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/315/x.npy
Style_A/26/101,/home/ziggy/dev/openfwi_unpacked/Style_A/26/101/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/101/x.npy
Style_A/26/39,/home/ziggy/dev/openfwi_unpacked/Style_A/26/39/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/39/x.npy
Style_A/26/240,/home/ziggy/dev/openfwi_unpacked/Style_A/26/240/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/240/x.npy
Style_A/26/258,/home/ziggy/dev/openfwi_unpacked/Style_A/26/258/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/258/x.npy
Style_A/26/283,/home/ziggy/dev/openfwi_unpacked/Style_A/26/283/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/283/x.npy
Style_A/26/214,/home/ziggy/dev/openfwi_unpacked/Style_A/26/214/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/214/x.npy
Style_A/26/45,/home/ziggy/dev/openfwi_unpacked/Style_A/26/45/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/45/x.npy
Style_A/26/372,/home/ziggy/dev/openfwi_unpacked/Style_A/26/372/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/372/x.npy
Style_A/26/469,/home/ziggy/dev/openfwi_unpacked/Style_A/26/469/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/469/x.npy
Style_A/26/477,/home/ziggy/dev/openfwi_unpacked/Style_A/26/477/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/477/x.npy
Style_A/26/437,/home/ziggy/dev/openfwi_unpacked/Style_A/26/437/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/437/x.npy
Style_A/26/42,/home/ziggy/dev/openfwi_unpacked/Style_A/26/42/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/42/x.npy
Style_A/26/499,/home/ziggy/dev/openfwi_unpacked/Style_A/26/499/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/499/x.npy
Style_A/26/366,/home/ziggy/dev/openfwi_unpacked/Style_A/26/366/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/366/x.npy
Style_A/26/237,/home/ziggy/dev/openfwi_unpacked/Style_A/26/237/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/237/x.npy
Style_A/26/145,/home/ziggy/dev/openfwi_unpacked/Style_A/26/145/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/145/x.npy
Style_A/26/468,/home/ziggy/dev/openfwi_unpacked/Style_A/26/468/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/468/x.npy
Style_A/26/225,/home/ziggy/dev/openfwi_unpacked/Style_A/26/225/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/225/x.npy
Style_A/26/64,/home/ziggy/dev/openfwi_unpacked/Style_A/26/64/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/64/x.npy
Style_A/26/490,/home/ziggy/dev/openfwi_unpacked/Style_A/26/490/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/490/x.npy
Style_A/26/242,/home/ziggy/dev/openfwi_unpacked/Style_A/26/242/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/242/x.npy
Style_A/26/329,/home/ziggy/dev/openfwi_unpacked/Style_A/26/329/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/329/x.npy
Style_A/26/348,/home/ziggy/dev/openfwi_unpacked/Style_A/26/348/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/348/x.npy
Style_A/26/44,/home/ziggy/dev/openfwi_unpacked/Style_A/26/44/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/44/x.npy
Style_A/26/488,/home/ziggy/dev/openfwi_unpacked/Style_A/26/488/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/488/x.npy
Style_A/26/55,/home/ziggy/dev/openfwi_unpacked/Style_A/26/55/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/55/x.npy
Style_A/26/410,/home/ziggy/dev/openfwi_unpacked/Style_A/26/410/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/410/x.npy
Style_A/26/322,/home/ziggy/dev/openfwi_unpacked/Style_A/26/322/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/322/x.npy
Style_A/26/174,/home/ziggy/dev/openfwi_unpacked/Style_A/26/174/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/174/x.npy
Style_A/26/279,/home/ziggy/dev/openfwi_unpacked/Style_A/26/279/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/279/x.npy
Style_A/26/281,/home/ziggy/dev/openfwi_unpacked/Style_A/26/281/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/281/x.npy
Style_A/26/182,/home/ziggy/dev/openfwi_unpacked/Style_A/26/182/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/182/x.npy
Style_A/26/110,/home/ziggy/dev/openfwi_unpacked/Style_A/26/110/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/110/x.npy
Style_A/26/118,/home/ziggy/dev/openfwi_unpacked/Style_A/26/118/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/118/x.npy
Style_A/26/485,/home/ziggy/dev/openfwi_unpacked/Style_A/26/485/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/485/x.npy
Style_A/26/164,/home/ziggy/dev/openfwi_unpacked/Style_A/26/164/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/164/x.npy
Style_A/26/433,/home/ziggy/dev/openfwi_unpacked/Style_A/26/433/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/433/x.npy
Style_A/26/304,/home/ziggy/dev/openfwi_unpacked/Style_A/26/304/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/304/x.npy
Style_A/26/169,/home/ziggy/dev/openfwi_unpacked/Style_A/26/169/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/169/x.npy
Style_A/26/222,/home/ziggy/dev/openfwi_unpacked/Style_A/26/222/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/222/x.npy
Style_A/26/200,/home/ziggy/dev/openfwi_unpacked/Style_A/26/200/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/200/x.npy
Style_A/26/367,/home/ziggy/dev/openfwi_unpacked/Style_A/26/367/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/367/x.npy
Style_A/26/327,/home/ziggy/dev/openfwi_unpacked/Style_A/26/327/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/327/x.npy
Style_A/26/77,/home/ziggy/dev/openfwi_unpacked/Style_A/26/77/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/77/x.npy
Style_A/26/280,/home/ziggy/dev/openfwi_unpacked/Style_A/26/280/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/280/x.npy
Style_A/26/274,/home/ziggy/dev/openfwi_unpacked/Style_A/26/274/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/274/x.npy
Style_A/26/389,/home/ziggy/dev/openfwi_unpacked/Style_A/26/389/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/389/x.npy
Style_A/26/373,/home/ziggy/dev/openfwi_unpacked/Style_A/26/373/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/373/x.npy
Style_A/26/17,/home/ziggy/dev/openfwi_unpacked/Style_A/26/17/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/17/x.npy
Style_A/26/449,/home/ziggy/dev/openfwi_unpacked/Style_A/26/449/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/449/x.npy
Style_A/26/427,/home/ziggy/dev/openfwi_unpacked/Style_A/26/427/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/427/x.npy
Style_A/26/131,/home/ziggy/dev/openfwi_unpacked/Style_A/26/131/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/131/x.npy
Style_A/26/160,/home/ziggy/dev/openfwi_unpacked/Style_A/26/160/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/160/x.npy
Style_A/26/241,/home/ziggy/dev/openfwi_unpacked/Style_A/26/241/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/241/x.npy
Style_A/26/231,/home/ziggy/dev/openfwi_unpacked/Style_A/26/231/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/231/x.npy
Style_A/26/170,/home/ziggy/dev/openfwi_unpacked/Style_A/26/170/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/170/x.npy
Style_A/26/290,/home/ziggy/dev/openfwi_unpacked/Style_A/26/290/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/290/x.npy
Style_A/26/16,/home/ziggy/dev/openfwi_unpacked/Style_A/26/16/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/16/x.npy
Style_A/26/246,/home/ziggy/dev/openfwi_unpacked/Style_A/26/246/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/246/x.npy
Style_A/26/346,/home/ziggy/dev/openfwi_unpacked/Style_A/26/346/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/346/x.npy
Style_A/26/407,/home/ziggy/dev/openfwi_unpacked/Style_A/26/407/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/407/x.npy
Style_A/26/301,/home/ziggy/dev/openfwi_unpacked/Style_A/26/301/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/301/x.npy
Style_A/26/168,/home/ziggy/dev/openfwi_unpacked/Style_A/26/168/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/168/x.npy
Style_A/26/29,/home/ziggy/dev/openfwi_unpacked/Style_A/26/29/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/29/x.npy
Style_A/26/354,/home/ziggy/dev/openfwi_unpacked/Style_A/26/354/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/354/x.npy
Style_A/26/32,/home/ziggy/dev/openfwi_unpacked/Style_A/26/32/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/32/x.npy
Style_A/26/360,/home/ziggy/dev/openfwi_unpacked/Style_A/26/360/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/360/x.npy
Style_A/26/162,/home/ziggy/dev/openfwi_unpacked/Style_A/26/162/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/162/x.npy
Style_A/26/463,/home/ziggy/dev/openfwi_unpacked/Style_A/26/463/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/463/x.npy
Style_A/26/144,/home/ziggy/dev/openfwi_unpacked/Style_A/26/144/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/144/x.npy
Style_A/26/142,/home/ziggy/dev/openfwi_unpacked/Style_A/26/142/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/142/x.npy
Style_A/26/377,/home/ziggy/dev/openfwi_unpacked/Style_A/26/377/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/377/x.npy
Style_A/26/154,/home/ziggy/dev/openfwi_unpacked/Style_A/26/154/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/154/x.npy
Style_A/26/111,/home/ziggy/dev/openfwi_unpacked/Style_A/26/111/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/111/x.npy
Style_A/26/422,/home/ziggy/dev/openfwi_unpacked/Style_A/26/422/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/422/x.npy
Style_A/26/89,/home/ziggy/dev/openfwi_unpacked/Style_A/26/89/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/89/x.npy
Style_A/26/424,/home/ziggy/dev/openfwi_unpacked/Style_A/26/424/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/424/x.npy
Style_A/26/239,/home/ziggy/dev/openfwi_unpacked/Style_A/26/239/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/239/x.npy
Style_A/26/378,/home/ziggy/dev/openfwi_unpacked/Style_A/26/378/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/378/x.npy
Style_A/26/206,/home/ziggy/dev/openfwi_unpacked/Style_A/26/206/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/206/x.npy
Style_A/26/368,/home/ziggy/dev/openfwi_unpacked/Style_A/26/368/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/368/x.npy
Style_A/26/411,/home/ziggy/dev/openfwi_unpacked/Style_A/26/411/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/411/x.npy
Style_A/26/370,/home/ziggy/dev/openfwi_unpacked/Style_A/26/370/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/370/x.npy
Style_A/26/175,/home/ziggy/dev/openfwi_unpacked/Style_A/26/175/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/175/x.npy
Style_A/26/125,/home/ziggy/dev/openfwi_unpacked/Style_A/26/125/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/125/x.npy
Style_A/26/470,/home/ziggy/dev/openfwi_unpacked/Style_A/26/470/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/470/x.npy
Style_A/26/431,/home/ziggy/dev/openfwi_unpacked/Style_A/26/431/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/431/x.npy
Style_A/26/109,/home/ziggy/dev/openfwi_unpacked/Style_A/26/109/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/109/x.npy
Style_A/26/255,/home/ziggy/dev/openfwi_unpacked/Style_A/26/255/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/255/x.npy
Style_A/26/167,/home/ziggy/dev/openfwi_unpacked/Style_A/26/167/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/167/x.npy
Style_A/26/223,/home/ziggy/dev/openfwi_unpacked/Style_A/26/223/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/223/x.npy
Style_A/26/69,/home/ziggy/dev/openfwi_unpacked/Style_A/26/69/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/69/x.npy
Style_A/26/472,/home/ziggy/dev/openfwi_unpacked/Style_A/26/472/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/472/x.npy
Style_A/26/292,/home/ziggy/dev/openfwi_unpacked/Style_A/26/292/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/292/x.npy
Style_A/26/172,/home/ziggy/dev/openfwi_unpacked/Style_A/26/172/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/172/x.npy
Style_A/26/493,/home/ziggy/dev/openfwi_unpacked/Style_A/26/493/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/493/x.npy
Style_A/26/351,/home/ziggy/dev/openfwi_unpacked/Style_A/26/351/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/351/x.npy
Style_A/26/128,/home/ziggy/dev/openfwi_unpacked/Style_A/26/128/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/128/x.npy
Style_A/26/432,/home/ziggy/dev/openfwi_unpacked/Style_A/26/432/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/432/x.npy
Style_A/26/106,/home/ziggy/dev/openfwi_unpacked/Style_A/26/106/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/106/x.npy
Style_A/26/330,/home/ziggy/dev/openfwi_unpacked/Style_A/26/330/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/330/x.npy
Style_A/26/435,/home/ziggy/dev/openfwi_unpacked/Style_A/26/435/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/435/x.npy
Style_A/26/359,/home/ziggy/dev/openfwi_unpacked/Style_A/26/359/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/359/x.npy
Style_A/26/388,/home/ziggy/dev/openfwi_unpacked/Style_A/26/388/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/388/x.npy
Style_A/26/415,/home/ziggy/dev/openfwi_unpacked/Style_A/26/415/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/415/x.npy
Style_A/26/3,/home/ziggy/dev/openfwi_unpacked/Style_A/26/3/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/3/x.npy
Style_A/26/221,/home/ziggy/dev/openfwi_unpacked/Style_A/26/221/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/221/x.npy
Style_A/26/6,/home/ziggy/dev/openfwi_unpacked/Style_A/26/6/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/6/x.npy
Style_A/26/328,/home/ziggy/dev/openfwi_unpacked/Style_A/26/328/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/328/x.npy
Style_A/26/8,/home/ziggy/dev/openfwi_unpacked/Style_A/26/8/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/8/x.npy
Style_A/26/306,/home/ziggy/dev/openfwi_unpacked/Style_A/26/306/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/306/x.npy
Style_A/26/495,/home/ziggy/dev/openfwi_unpacked/Style_A/26/495/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/495/x.npy
Style_A/26/441,/home/ziggy/dev/openfwi_unpacked/Style_A/26/441/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/441/x.npy
Style_A/26/371,/home/ziggy/dev/openfwi_unpacked/Style_A/26/371/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/371/x.npy
Style_A/26/53,/home/ziggy/dev/openfwi_unpacked/Style_A/26/53/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/53/x.npy
Style_A/26/494,/home/ziggy/dev/openfwi_unpacked/Style_A/26/494/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/494/x.npy
Style_A/26/203,/home/ziggy/dev/openfwi_unpacked/Style_A/26/203/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/203/x.npy
Style_A/26/303,/home/ziggy/dev/openfwi_unpacked/Style_A/26/303/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/303/x.npy
Style_A/26/404,/home/ziggy/dev/openfwi_unpacked/Style_A/26/404/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/404/x.npy
Style_A/26/96,/home/ziggy/dev/openfwi_unpacked/Style_A/26/96/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/96/x.npy
Style_A/26/5,/home/ziggy/dev/openfwi_unpacked/Style_A/26/5/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/5/x.npy
Style_A/26/408,/home/ziggy/dev/openfwi_unpacked/Style_A/26/408/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/408/x.npy
Style_A/26/120,/home/ziggy/dev/openfwi_unpacked/Style_A/26/120/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/120/x.npy
Style_A/26/416,/home/ziggy/dev/openfwi_unpacked/Style_A/26/416/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/416/x.npy
Style_A/26/382,/home/ziggy/dev/openfwi_unpacked/Style_A/26/382/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/382/x.npy
Style_A/26/65,/home/ziggy/dev/openfwi_unpacked/Style_A/26/65/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/65/x.npy
Style_A/26/310,/home/ziggy/dev/openfwi_unpacked/Style_A/26/310/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/310/x.npy
Style_A/26/250,/home/ziggy/dev/openfwi_unpacked/Style_A/26/250/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/250/x.npy
Style_A/26/238,/home/ziggy/dev/openfwi_unpacked/Style_A/26/238/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/238/x.npy
Style_A/26/421,/home/ziggy/dev/openfwi_unpacked/Style_A/26/421/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/421/x.npy
Style_A/26/443,/home/ziggy/dev/openfwi_unpacked/Style_A/26/443/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/443/x.npy
Style_A/26/216,/home/ziggy/dev/openfwi_unpacked/Style_A/26/216/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/216/x.npy
Style_A/26/113,/home/ziggy/dev/openfwi_unpacked/Style_A/26/113/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/113/x.npy
Style_A/26/50,/home/ziggy/dev/openfwi_unpacked/Style_A/26/50/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/50/x.npy
